title,authors,average_rating,isbn,isbn13,language_code,num_pages,ratings_count,text_reviews_count,publication_date,publisher,book_id,library_id
Starship Titanic,Terry Jones/Marie-Catherine Caillava,3.6,2290053651,9782290053652,fre,189,8790,152,11/30/2001,J'ai Lu,028704,2
The Sun in the Morning: My Early Years in India and England,M.M. Kaye,4.22,0312049994,9780312049997,en-US,454,249,39,9/1/1990,St. Martin's Press,0210219,2
Rape: A Love Story,Joyce Carol Oates,3.57,0786714824,9780786714827,eng,154,3604,364,12/21/2004,Carroll & Graf Publishers,0215003,2
The Tipping Point: How Little Things Can Make a Big Difference,Malcolm Gladwell,3.97,0316346624,9780316346627,eng,301,633037,11898,1/7/2002,Back Bay Books,022612,2
The Price of the Ticket: Collected Nonfiction  1948-1985,James Baldwin,4.7,0312643063,9780312643065,eng,712,404,30,9/15/1985,St. Martin's Press,0244826,2
Death of a Darklord (Ravenloft #13),Laurell K. Hamilton,3.43,0786941227,9780786941223,eng,306,2679,113,7/11/2006,Wizards of the Coast,0230229,2
The Diary of Anaïs Nin  Vol. 3: 1939-1944,Anaïs Nin/Gunther Stuhlmann,4.18,0156260271,9780156260275,eng,348,1392,40,3/24/1971,Mariner Books,0211044,2
Full Steam Ahead!: Unleash the Power of Vision in Your Work and Your Life,Kenneth H. Blanchard/Jesse Stoner,3.76,1576753069,9781576753064,en-US,192,156,15,10/1/2004,Berrett-Koehler Publishers,0242867,2
Homebody,Orson Scott Card,3.39,0061093998,9780061093999,eng,430,2707,167,1/25/1999,HarperTorch,027965,2
Sunny Chandler's Return,Sandra Brown,3.59,0553576062,9780553576061,eng,256,2973,138,11/23/2004,Bantam,0230394,2
City of the Beasts (Eagle and Jaguar  #1),Isabel Allende/Margaret Sayers Peden,3.71,0060535032,9780060535032,eng,408,17962,778,4/27/2004,Rayo,023304,2
Short Cuts: Selected Stories,Raymond Carver/Robert Altman,4.11,0679748644,9780679748649,eng,157,4455,232,9/14/1993,Vintage,0211441,2
The Psychology of Winning,Denis Waitley,4.21,0425099997,9780425099995,eng,176,1332,64,10/15/1986,Berkley,027543,2
Frankenstein Makes a Sandwich,Adam Rex,4.21,0152057668,9780152057664,eng,40,1911,276,9/1/2006,Harcourt,0218486,2
London is the Best City in America,Laura Dave,3.45,0670037567,9780670037568,eng,256,2168,233,5/18/2006,Viking Adult,023921,2
Something Fishy at Macdonald Hall (Macdonald Hall  #7),Gordon Korman,4.06,0590255223,9780590255226,eng,208,919,13,9/1/2000,Scholastic Paperbacks,0224056,2
Sunshine,Robin McKinley,3.85,0515138819,9780515138818,eng,405,31047,3519,11/30/2004,Jove,028088,2
You Can't Be Neutral on a Moving Train: A Personal History of Our Times,Howard Zinn,4.3,0807071277,9780807071274,eng,214,2543,141,9/5/2002,Beacon Press,0216192,2
Shampoo Planet,Douglas Coupland,3.5,0743231538,9780743231534,eng,282,8283,202,3/1/2008,Scribner Book Company,0222312,2
Where the Bluebird Sings to the Lemonade Springs,Wallace Stegner/T.H. Watkins,4.1,0375759328,9780375759321,eng,234,1553,113,4/9/2002,Modern Library,0210806,2
Wolves of the Calla (The Dark Tower  #5),Stephen King/Bernie Wrightson,4.18,141651693X,9781416516934,eng,931,127168,2801,2/1/2006,Pocket Books,024978,2
Pan,Knut Hamsun/Sverre Lyngstad,3.9,0141180676,9780141180670,eng,181,5833,255,9/1/1998,Penguin Classics,0232590,2
The Enchiridion on Faith Hope and Love (Augustine Series 1),Augustine of Hippo/Bruce Harbert/John E. Rotelle,4.04,1565481240,9781565481244,eng,144,271,21,10/1/1999,New City Press,021685,2
Beatrix Potter: A Life in Nature,Linda Lear,4.03,0312369344,9780312369347,eng,584,1328,184,1/9/2007,St. Martin's Press,0219335,2
George Washington and Benedict Arnold: A Tale of Two Patriots,Dave R. Palmer,4.27,1596980206,9781596980204,eng,424,242,37,8/1/2006,Regnery History,026460,2
Three by Annie Dillard: Pilgrim at Tinker Creek  An American Childhood  The Writing Life,Annie Dillard,4.34,0060920645,9780060920647,en-US,617,562,42,11/21/1990,Harper Perennial,0212526,2
Plato in 90 Minutes,Paul Strathern,3.23,1566631270,9781566631273,eng,89,515,63,9/1/1996,Ivan R. Dee Publisher,0230574,2
A Midwife's Story,Sheryl Feldman/Penny Armstrong,4.07,1905177046,9781905177042,eng,194,1473,136,4/1/2007,Pinter & Martin Ltd,0215599,2
A Visitation of Spirits,Randall Kenan,3.76,0375703977,9780375703973,eng,272,449,38,1/25/2000,Vintage,0217323,2
Macbeth,William Shakespeare/Robert S. Miola/Janet Adelman/Stephen Orgel/Peter Holland,3.9,0393977862,9780393977868,eng,416,739,30,11/26/2003,W. W. Norton & Company,0218443,2
Charms for the Easy Life,Kaye Gibbons,4.02,0060760257,9780060760250,eng,272,11168,744,7/1/2005,Harper Perennial,0215796,2
Charade,Sandra Brown,3.94,0446601853,9780446601856,en-US,496,6044,250,7/1/1995,Hachette Books,0230362,2
Happy Hour at Casa Dracula (Casa Dracula  #1),Marta Acosta,3.59,1416520384,9781416520382,en-US,314,2000,238,7/4/2006,Pocket Books,0233536,2
The Governess; or  The Little Female Academy,Sarah Fielding/Candace Ward,2.63,1551114127,9781551114125,eng,242,132,18,9/26/2005,Broadview Press Inc,0236402,2
The Main,Trevanian,3.86,1400098238,9781400098231,eng,352,920,32,7/26/2005,Broadway Books,0230892,2
Demon in My View,Amelia Atwater-Rhodes,4.04,0440228840,9780440228844,eng,192,10944,390,9/11/2001,Laurel Leaf,0230335,2
Poems New and Collected,Wisława Szymborska/Clare Cavanagh,4.43,0156011468,9780156011464,eng,296,2561,120,11/16/2000,Mariner Books,0210205,2
Blue Noon (Midnighters  #3),Scott Westerfeld,3.85,0060519592,9780060519599,eng,384,14798,718,2/6/2007,Eos,0224769,2
Middle Age: A Romance,Joyce Carol Oates,3.58,0060934905,9780060934903,eng,480,1650,199,10/1/2002,Ecco,0215973,2
About the B'nai Bagels,E.L. Konigsburg,3.57,0440400341,9780440400349,eng,172,308,30,3/1/1985,Dell,024540,2
Good Omens: The Nice and Accurate Prophecies of Agnes Nutter  Witch,Terry Pratchett/Neil Gaiman,4.25,0060853972,9780060853976,eng,384,5036,582,8/7/2007,William Morrow / Harper,0212070,2
The Waste Lands (The Dark Tower #3),Stephen King/Ned Dameron,4.24,0451173317,9780451173317,eng,590,1013,96,1/1/1993,Signet Book,0218072,2
The Dew Breaker,Edwidge Danticat,3.8,1400034299,9781400034291,eng,244,5891,584,3/8/2005,Vintage,0231116,2
The Metamorphosis (Graphic Novel Adaptation),Peter Kuper/Franz Kafka/Kerstin Hasenpusch,3.79,1400052998,9781400052998,eng,80,3192,307,7/20/2004,Broadway Books,027718,2
Quicksilver (The Baroque Cycle  #1),Neal Stephenson,3.93,0060593083,9780060593087,eng,927,30872,1735,9/21/2004,HarperCollins Perennial,02823,2
The Crying of Lot 49,Thomas Pynchon,3.69,006091307X,9780060913076,eng,152,57011,3332,10/17/2006,Harper Perennial,022794,2
The Coalwood Way: A Memoir  (Coalwood  #2),Homer Hickam,4.14,0440237165,9780440237167,eng,400,1193,103,9/4/2001,Island Books,0226134,2
The Wake (The Sandman  #10),Neil Gaiman/Michael Zulli/Jon J. Muth/Charles Vess/Mikal Gilmore,4.52,1563892871,9781563892875,eng,191,37038,767,9/3/1999,Vertigo,0225104,2
The Naked and the Dead,Norman Mailer,3.94,0312265050,9780312265052,eng,721,21004,620,8/28/2000,Picador,0212467,2
We Thought You Would Be Prettier: True Tales of the Dorkiest Girl Alive,Laurie Notaro,3.92,0812969014,9780812969016,eng,223,10040,439,4/19/2005,Villard,027533,2
The Age of Bronze (Pirates of the Caribbean: Jack Sparrow  #5),Rob Kidd/Walt Disney Company,4.05,1423101685,9781423101680,eng,144,548,14,12/1/2006,Disney Press,025881,2
Frankenstein  or the Modern Prometheus,Mary Wollstonecraft Shelley/Margaret Brantley,3.79,0743487583,9780743487580,eng,324,12897,780,5/1/2004,Pocket Books,0218488,2
Shooting an Elephant,George Orwell,4.12,0141187395,9780141187396,eng,368,7029,255,6/5/2003,Penguin,0230557,2
'Salem's Lot,Stephen King,4.02,0451092317,9780451092311,en-US,427,178,35,11/13/1979,Signet,025419,2
Mandy,Julie Andrews Edwards/Johanna Westerman,4.24,0061131628,9780061131622,eng,320,9944,846,8/15/2006,HarperCollins,0210332,2
Flush,Virginia Woolf/Trekkie Ritchie,3.83,0156319527,9780156319522,eng,204,3567,336,10/4/1976,Mariner Books,0218844,2
The Used World,Haven Kimmel,3.63,0743247787,9780743247788,eng,308,1398,249,9/18/2007,Free Press,0215173,2
The Grass Crown (Masters of Rome  #2),Colleen McCullough,4.3,038071082X,9780380710829,eng,1104,9623,199,7/1/1992,Avon,023424,2
Tearing the Silence: On Being German in America,Ursula Hegi,3.86,068484611X,9780684846118,eng,304,259,34,7/3/1998,Touchstone,0233139,2
The Jane Austen Book Club,Karen Joy Fowler,3.08,0452286530,9780452286535,eng,288,57720,3535,4/26/2005,G.P. Putnam's Sons,022152,2
Child of the Owl (Golden Mountain Chronicles  #7),Laurence Yep,3.61,006440336X,9780064403368,eng,288,437,31,5/8/2001,HarperCollins,0225278,2
Philosophy of Mind: Classical and Contemporary Readings,David J. Chalmers,4.08,019514581X,9780195145816,eng,675,435,14,7/25/2002,Oxford University Press  USA,0231839,2
The Heritage of Shannara (Heritage of Shannara  #1-4),Terry Brooks,4.29,0345465547,9780345465542,eng,1238,3613,42,8/26/2003,Del Rey Books,0215555,2
Tal-Botvinnik 1960,Mikhail Tal/Hanon W. Russell,4.55,1888690089,9781888690088,eng,220,161,12,7/3/2001,Russell Enterprises,0213677,2
Special Topics in Calamity Physics,Marisha Pessl,3.71,067003777X,9780670037773,eng,514,32370,4212,8/3/2006,Penguin Books Ltd,023483,2
Straken (High Druid of Shannara  #3),Terry Brooks,4.04,0345451139,9780345451132,eng,384,10276,126,8/15/2006,Del Rey,0215550,2
David Copperfield,Charles Dickens/Gish Jen,3.99,0451530047,9780451530042,eng,928,355,17,2/7/2006,Signet,021985,2
The How to Think Like Leonardo da Vinci Workbook: Your Personal Companion to How to Think Like Leonardo da Vinci,Michael J. Gelb,3.85,0440508827,9780440508823,eng,288,327,16,6/15/1999,Dell,0213463,2
Women Who Love Too Much,Robin Norwood,4.02,0099474123,9780099474128,eng,314,267,32,9/2/2004,Arrow,029786,2
Coach: Lessons on the Game of Life,Michael   Lewis,3.82,0393060918,9780393060911,en-US,96,1502,167,4/17/2005,W. W. Norton  Company,0210654,2
We Were Soldiers Once... and Young: Ia Drang - The Battle that Changed the War in Vietnam,Harold G. Moore/Joseph L. Galloway,4.31,034547581X,9780345475817,eng,480,21876,451,11/23/2004,Presidio Press,0242512,2
Four Past Midnight,Stephen King,3.93,0451213599,9780451213594,eng,768,1430,42,3/2/2004,Signet,0232691,2
The Outsiders,S.E. Hinton/Jodi Picoult,4.09,0143039857,9780143039853,eng,160,1589,132,5/30/2006,Penguin Books,0214870,2
In Custody,Anita Desai,3.33,0140238131,9780140238136,eng,204,1021,81,8/1/1994,Penguin Books Ltd,0236004,2
How to Travel with a Salmon and Other Essays,Umberto Eco/William Weaver,3.85,015600125X,9780156001250,eng,256,218,26,9/15/1995,Mariner Books,0210517,2
Twelve Sharp (Stephanie Plum  #12),Janet Evanovich,4.15,0312349486,9780312349486,eng,310,81381,1925,6/20/2006,St. Martin's Press,023507,2
Journey to the Center of the Earth (Extraordinary Voyages  #3),Jules Verne,3.86,0553213970,9780553213973,eng,240,107189,2510,4/25/2006,Bantam,0232829,2
Anna Karenina,Leo Tolstoy/Richard Pevear/Larissa Volokhonsky,4.05,0143035002,9780143035008,eng,838,16643,1851,5/31/2004,Penguin Classics,02151,2
How to Talk to Anyone: 92 Little Tricks for Big Success in Relationships,Leil Lowndes,3.78,007141858X,9780071418584,eng,345,16662,739,10/10/2003,Contemporary Books,0235210,2
My Perfect Life (Confessions of a Teenage Drama Queen  #2),Dyan Sheldon,3.32,076362828X,9780763628284,eng,208,460,39,3/3/2005,Candlewick Press,0219439,2
The Sorority: Samantha (Sorority Trilogy  #3),Tamara Thorne,3.72,0786015411,9780786015412,eng,288,183,18,8/1/2003,Pinnacle,0224424,2
Lincoln at Gettysburg: The Words That Remade America,Garry Wills,4.14,0743299639,9780743299633,eng,320,6876,197,11/14/2006,Simon  Schuster,0220809,2
Islam: A Short History,Karen Armstrong,4.02,081296618X,9780812966183,eng,230,7660,448,8/6/2002,Modern Library,0227306,2
Working with Emotional Intelligence,Daniel Goleman,3.81,0553378589,9780553378580,eng,400,3265,187,1/4/2000,Bantam,0227537,2
The Manolo Matrix (Codebreaker Trilogy #2),Julie Kenner,3.62,0743496140,9780743496148,eng,352,651,34,2/1/2006,Downtown Press,0223237,2
Mansfield Park,Jane Austen,3.86,0755331478,9780755331475,eng,454,142,18,5/15/2006,Headline,0245041,2
Transcending the Levels of Consciousness: The Stairway to Enlightenment,David R. Hawkins,4.51,0971500746,9780971500747,eng,407,461,29,6/28/2006,Veritas Publishing,0223319,2
Tomie 2  富江 Part 2,Junji Ito/伊藤潤二,3.86,1588990850,9781588990853,eng,247,521,32,4/4/2005,ComicsOne Corporation,0213634,2
Inky The Indigo Fairy (Rainbow Magic  #6),Daisy Meadows/Georgie Ripper,3.79,043974685X,9780439746854,en-US,80,2042,59,1/1/2006,Scholastic Paperbacks,0231481,2
When Red Is Black (Inspector Chen Cao #3),Qiu Xiaolong,3.77,156947396X,9781569473962,eng,310,1141,120,8/1/2005,Soho Crime,0214663,2
Blue Like Jazz: Nonreligious Thoughts on Christian Spirituality,Donald Miller,3.9,0785263705,9780785263708,eng,243,96614,3718,7/15/2003,Thomas Nelson,027214,2
The Good Ghouls' Guide to Getting Even (Beth Frasier #1),Julie Kenner,3.59,0425213919,9780425213919,eng,256,901,73,4/3/2007,Berkley Trade,0223242,2
One  No One and One Hundred Thousand,Luigi Pirandello/William Weaver/Samuel Putnam,4.1,0941419746,9780941419741,eng,176,3852,106,9/1/1992,Marsilio Publishers,0212117,2
The Beatles: The Biography,Bob Spitz,4.15,0316013315,9780316013314,eng,983,9041,417,10/10/2005,Little Brown,0235539,2
The Basque History of the World: The Story of a Nation,Mark Kurlansky,3.85,0140298517,9780140298512,eng,400,3457,329,2/1/2001,Penguin Books,023347,2
The Jefferson Bible: The Life and Morals of Jesus of Nazareth,Thomas Jefferson,3.82,1557091846,9781557091840,eng,103,1038,100,8/1/2006,Applewood Books,028508,2
Deception,Philip Roth,3.34,0099801906,9780099801900,eng,208,1524,118,1/17/2006,Vintage,0229745,2
The New Testament,Richmond Lattimore,4.32,0865475245,9780865475243,eng,608,109,23,10/30/1997,North Point Press,0212249,2
The Abyss,Orson Scott Card/James Francis Cameron,4.07,0099690608,9780099690603,eng,363,17911,111,10/5/1989,Legend,0240289,2
The Elf Queen of Shannara (Heritage of Shannara  #3),Terry Brooks,4.04,1857238273,9781857238273,eng,416,26676,188,3/4/1998,Orbit,0215566,2
Beyond Innocence (Beyond Duet  #1),Emma Holly,3.62,0515130990,9780515130997,en-US,295,1421,68,7/1/2001,Jove,0222931,2
Suffer Little Children (Sister Fidelma  #3),Peter Tremayne,4.05,0451195574,9780451195579,eng,320,1348,76,2/1/1999,Signet,0228979,2
Cuba 15,Nancy Osa,3.45,0385732333,9780385732338,eng,304,1054,145,3/8/2005,Ember,0210431,2
La caída,Albert Camus/Manuel de Lope,4.04,8420637017,9788420637013,spa,128,233,20,9/19/2005,Alianza Editorial,0227776,2
The Day of the Tempest (Dragonlance: Dragons of a New Age  #2),Jean Rabe,3.65,0786928573,9780786928576,eng,352,1365,16,8/1/2002,Wizards of the Coast,0233152,2
The Library of Greek Mythology,Apollodorus/Robin Hard,3.98,0192839241,9780192839244,eng,336,1047,34,2/25/1999,Oxford University Press,0227410,2
The Runaway Jury,John Grisham,3.98,0385339690,9780385339698,eng,358,249884,1691,4/25/2006,Delta,0224192,2
Girls Think of Everything: Stories of Ingenious Inventions by Women,Catherine Thimmesh/Melissa Sweet,4.15,0618195637,9780618195633,eng,64,906,171,3/11/2002,HMH Books for Young Readers,0213460,2
The Voices of Morebath: Reformation and Rebellion in an English Village,Eamon Duffy,3.69,0300098251,9780300098259,eng,232,361,39,8/11/2003,Yale University Press,0222120,2
For the New Intellectual: The Philosophy of Ayn Rand,Ayn Rand,3.68,0451163087,9780451163080,eng,224,2750,108,12/1/1963,Signet Book,02663,2
Death Note  Vol. 4: 恋心 (Death Note  #4),Tsugumi Ohba/Takeshi Obata,4.39,4088736710,9784088736716,jpn,204,452,13,11/11/2004,Shueisha,022886,2
Glamorous Powers (Starbridge  #2),Susan Howatch,4.19,000649692X,9780006496922,en-GB,512,1493,69,7/22/1996,HarperCollins,0211251,2
Autobiography of a Fat Bride: True Tales of a Pretend Adulthood,Laurie Notaro,3.98,037576092X,9780375760921,en-US,257,8009,455,7/8/2003,Villard,027530,2
Big Red Tub,Julia Jarman/Adrian    Reynolds,4.03,0439672325,9780439672320,eng,32,241,29,12/1/2004,Orchard,0219041,2
Foxmask (Saga of the Light Isles  #2),Juliet Marillier,4.1,0765345919,9780765345912,eng,560,4123,145,11/1/2005,Tor Fantasy,0213931,2
Demons Don't Dream (Xanth #16),Piers Anthony,3.8,0812534832,9780812534832,en-US,352,7737,93,2/15/1994,Tor Fantasy,0215453,2
Trials of Death (Cirque Du Freak  #5),Darren Shan,4.25,0316000957,9780316000956,eng,202,24590,525,1/18/2008,Little  Brown Books for Young Readers,028967,2
The First Philosophers: The Presocratics and Sophists,Robin Waterfield/Anaximander/Anaximenes/Empedocles/Gorgias of Leontini/Heraclitus/Parmenides/Protagoras/Pythagoras/Thales/Thrasymachus/Zeno of Elea,3.95,0192824546,9780192824547,eng,400,356,17,11/30/2000,Oxford University Press,0213425,2
Saint Augustine,Garry Wills,3.55,0143035983,9780143035985,eng,176,259,30,8/30/2005,Penguin Books,021702,2
The Buddha in Your Mirror: Practical Buddhism and the Search for Self,Woody Hochswender/Greg Martin/Ted Morino,4.28,0967469783,9780967469782,eng,230,732,72,10/1/2001,Middleway Press,0237569,2
Boys that Bite (Blood Coven Vampire  #1),Mari Mancusi,3.68,0425209423,9780425209424,en-US,272,10669,498,4/4/2006,Berkley,0238564,2
Things Pondered: From the Heart of a Lesser Woman,Beth Moore,4.09,0805427317,9780805427318,en-US,160,283,24,4/1/2004,B Books,0226666,2
The Elements of Style,William Strunk Jr./E.B. White,4.19,0205313426,9780205313426,en-US,128,53669,2526,9/3/1999,Pearson,0233514,2
Purgatorio (The Divine Comedy  #2),Dante Alighieri/Allen Mandelbaum/Laury Magnus/Anthony Oldcorn/Daniel Feldman/Barry Moser,4.02,055321344X,9780553213447,eng,413,460,33,8/3/2004,Bantam Books,0219171,2
Shadows,John Saul,3.93,0553560271,9780553560275,eng,393,10824,185,5/1/1993,Bantam,026556,2
Love Mode  Vol. 2,Yuki Shimizu,4.23,1598160117,9781598160116,eng,204,768,18,3/7/2006,Blu,0225923,2
The Stone Raft,José Saramago,3.8,1860467210,9781860467219,eng,272,3224,180,6/1/2000,Panther,0229565,2
Regeneration Through Violence: The Mythology of the American Frontier  1600–1860,Richard Slotkin,4.3,0806132299,9780806132297,eng,670,163,16,4/15/2000,University of Oklahoma Press,025874,2
Stars in Their Courses: The Gettysburg Campaign  June-July 1863,Shelby Foote,4.44,0679601120,9780679601128,eng,304,1464,88,6/28/1994,Modern Library (NY),0244246,2
Pastwatch: The Redemption of Christopher Columbus,Orson Scott Card,3.97,0812508645,9780812508642,en-US,402,12940,894,3/1/2016,Tor Books,0240293,2
Love @ First Site,Jane Moore,3.41,0767916913,9780767916912,en-US,368,910,74,5/9/2006,Broadway Books,023536,2
Whirlpool,Elizabeth Lowell/Ann Maxwell,3.78,0060511133,9780060511135,eng,448,1143,63,10/31/2006,Avon,0236190,2
The Mercy of Thin Air,Ronlyn Domingue,3.83,0743278828,9780743278829,eng,336,4718,656,6/20/2006,Washington Square Press,0218603,2
Broken (Women of the Otherworld  #6),Kelley Armstrong,4.19,0553588184,9780553588187,eng,444,25866,637,4/25/2006,Bantam,0211915,2
The Chomsky Reader,Noam Chomsky,3.98,1852421177,9781852421175,eng,492,1643,38,6/1/1988,Serpent's Tail,0212620,2
Louisa May Alcott's Christmas Treasury,Louisa May Alcott/C. Michael Dudash/Stephen W. Hines,3.96,1589199502,9781589199507,eng,282,715,44,6/1/2002,David C Cook,022988,2
Choke,Chuck Palahniuk,3.7,0099422689,9780099422686,en-GB,293,1557,115,8/1/2002,Vintage,0222287,2
Transmetropolitan  Vol. 3: Year of the Bastard,Warren Ellis/Darick Robertson/Rodney Ramos,4.41,1563895684,9781563895685,eng,144,13360,193,9/1/1999,Vertigo,0222418,2
The Elements of Typographic Style,Robert Bringhurst,4.24,0881792063,9780881792065,en-US,352,7564,206,9/27/2004,Hartley & Marks Publishers,0244735,2
Sketches from a Hunter's Album,Ivan Turgenev/Richard Freeborn,3.93,0140445226,9780140445220,eng,403,5967,109,8/30/1990,Penguin Classics,0228458,2
Accelerando,Charles Stross,3.88,0441014151,9780441014156,eng,415,16527,971,7/1/2006,Ace Books,0217863,2
The Long Walk: The True Story of a Trek to Freedom,Sławomir Rawicz,4.21,1592289444,9781592289448,eng,256,11841,1766,4/1/2006,Lyons Press,029013,2
A Painted House,John Grisham,3.7,0385337930,9780385337939,eng,384,67857,3375,2/3/2004,Bantam,025360,2
Nicomachean Ethics,Aristotle/Joe Sachs,3.94,1585100358,9781585100354,eng,240,238,29,1/1/2002,Focus,0224346,2
The Orion Mystery: Unlocking the Secrets of the Pyramids,Robert Bauval/Adrian Geoffrey Gilbert,3.94,0517884542,9780517884546,eng,352,1123,36,8/22/1995,Three Rivers Press,0221242,2
Of Love and Shadows,Isabel Allende/Margaret Sayers Peden,3.97,0553383833,9780553383836,eng,304,17808,403,8/30/2005,Dial Press Trade Paperback,0216532,2
A Break with Charity: A Story about the Salem Witch Trials,Ann Rinaldi,3.79,0152046828,9780152046828,eng,320,5052,417,7/1/2003,HMH Books for Young Readers,0218549,2
The Grail: A Year Ambling & Shambling Through an Oregon Vineyard in Pursuit of the Best Pinot Noir Wine in the Whole Wild World,Brian  Doyle/Mary Miller Doyle,4.01,0870710931,9780870710933,eng,208,160,43,4/1/2006,Oregon State University Press,0216580,2
Cast in Shadow (Chronicles of Elantra  #1),Michelle Sagara/Michelle Sagara West,3.79,0373802544,9780373802548,eng,507,14477,868,7/1/2005,Luna,029542,2
Eight Cousins (Eight Cousins  #1),Louisa May Alcott,4.01,0486455599,9780486455594,eng,224,31532,767,2/27/2007,Dover Publications,0214570,2
The Wonderful Story of Henry Sugar and Six More,Roald Dahl,4.14,037581423X,9780375814235,eng,240,15116,663,9/11/2001,Knopf Books for Young Readers,026671,2
God's Generals Why They Succeeded and Why Some Fail,Roberts Liardon,4.45,0883689448,9780883689448,eng,416,1481,67,11/1/2000,Whitaker House,0242355,2
Oh Rats! The Story of Rats and People,Albert Marrin/C.B. Mordan,3.77,0525477624,9780525477624,eng,48,432,90,8/17/2006,Dutton Books for Young Readers,029826,2
Interstellar Pig (Interstellar Pig #1),William Sleator,3.88,0340850620,9780340850626,eng,200,2115,197,12/6/2001,Hodder Children's Books,0224899,2
The Book of Five Rings,Miyamoto Musashi/William Scott Wilson/Shiro Tsujimura,4.07,4770028016,9784770028013,eng,157,455,43,3/1/2002,Kodansha International,0225800,2
My Ántonia (Great Plains Trilogy  #3),Willa Cather,3.79,1583485090,9781583485095,eng,232,91539,4662,2/20/2000,New Millennium Library,0217150,2
Unweaving the Rainbow: Science  Delusion and the Appetite for Wonder,Richard Dawkins,4.02,0618056734,9780618056736,eng,352,9377,189,4/5/2000,Mariner Books,0231487,2
The Halloween Man,Douglas Clegg,3.36,0843944390,9780843944396,eng,360,583,71,10/1/1998,Leisure Books,0223849,2
Cold Mountain,Charles Frazier,3.86,0871136791,9780871136794,eng,356,1088,127,5/16/1997,Atlantic Monthly Press (NYC),0242647,2
Underworld (Star Wars: The Last of the Jedi  #3),Jude Watson,3.96,0439681367,9780439681360,eng,160,840,23,12/1/2005,Scholastic Paperbacks,0233028,2
Blame!  Vol. 8,Tsutomu Nihei,4.26,1595328416,9781595328410,eng,216,762,13,5/1/2007,TokyoPop,0232302,2
Typee / Omoo / Mardi,Herman Melville/G. Thomas Tanselle,3.55,0940450003,9780940450004,eng,1333,644,26,5/6/1982,Library of America,023738,2
Eisenhower: Soldier and President,Stephen E. Ambrose,3.98,0671747584,9780671747589,eng,640,10718,126,10/15/1991,Simon  Schuster,0242519,2
Book of Dreams,Jack Kerouac/Robert Creeley,3.44,0872863808,9780872863804,eng,250,924,25,5/1/2001,City Lights Publishers,0212522,2
March Upcountry (Empire of Man  #1),David Weber/John Ringo,4.18,0743435389,9780743435383,eng,608,9721,239,5/1/2002,Baen,0225320,2
My Woman His Wife,Anna J.,4.38,0975306626,9780975306628,en-US,260,971,65,9/1/2006,Urban Books,0230859,2
The Harry Bosch Novels  Volume 1: The Black Echo / The Black Ice / The Concrete Blonde (Harry Bosch #1-3),Michael Connelly,4.34,0316154970,9780316154970,eng,794,2023,83,10/22/2001,Little  Brown & Company,0232500,2
Cold Mountain,Charles Frazier,3.86,0802142842,9780802142849,eng,356,208001,4972,9/1/2006,Grove Press,0210920,2
The Wicked Day (Arthurian Saga  #4),Mary  Stewart,4.09,0060548282,9780060548285,eng,417,10055,244,5/1/2003,Eos,0227692,2
The Humanoids (Humanoids #1),Jack Williamson,3.75,0312852533,9780312852535,eng,299,898,48,1/15/1996,Orb Books,0211970,2
Heathersleigh Homecoming (Secrets of Heathersleigh Hall  #3),Michael R. Phillips,4.33,0764222376,9780764222375,eng,429,194,15,10/1/1999,Bethany House Publishers,0224442,2
The Pen Is Mightier Than The Sword (The Amazing Days of Abby Hayes  #6),Anne Mazer/Monica Gesue,3.96,0439178827,9780439178822,eng,128,1072,20,12/1/2001,Scholastic Paperbacks,0224307,2
Shattered Sword: The Untold Story of the Battle of Midway,Jonathan Parshall/Anthony Tully,4.42,1574889230,9781574889239,eng,612,1876,161,11/1/2005,Potomac Books,0234658,2
The Philosophy of Andy Warhol (From A to B and Back Again),Andy Warhol,3.74,0156717204,9780156717205,eng,272,33697,402,4/6/1977,Mariner Books,0231818,2
Be the Person You Want to Find: Relationship and Self-Discovery,Cheri Huber/June Shiver,4.25,0963625527,9780963625526,eng,228,278,22,9/1/1997,Keep It Simple Books,0230702,2
Girl Meets Ape,Chris Manby,3.46,0340828064,9780340828069,eng,406,553,20,1/5/2004,Coronet,0242020,2
As You Like It,William Shakespeare/Juliet Dusinberre,3.83,1904271227,9781904271222,eng,449,410,36,7/25/2006,Bloomsbury Arden Shakespeare,0242609,2
An Artist of the Floating World,Kazuo Ishiguro,3.76,0571225365,9780571225361,eng,206,15416,1152,3/3/2005,Faber and Faber,0228922,2
The Second Time Around,Mary Higgins Clark,3.75,0743412621,9780743412629,eng,373,7472,296,4/1/2004,Pocket Books,0243340,2
The Swarm War (Star Wars: Dark Nest  #3),Troy Denning,3.49,0345463056,9780345463050,eng,357,3852,55,12/27/2005,Del Rey Books,0235412,2
Trace (Kay Scarpetta  #13),Patricia Cornwell,3.78,0425204200,9780425204207,eng,401,25822,729,6/28/2005,Berkley,026530,2
Collapse: How Societies Choose to Fail or Succeed,Jared Diamond,3.93,0143036556,9780143036555,eng,608,52522,2780,12/27/2005,Penguin Books Ltd. (London),02475,2
The Wind Done Gone,Alice Randall,3.07,0618219064,9780618219063,eng,224,1698,283,4/8/2002,Mariner Books,0218412,2
On Duties (De Officiis),Marcus Tullius Cicero/Walter Miller,3.96,0674990331,9780674990333,eng,448,111,11,1/1/1913,Harvard University Press,0224459,2
